id,original_score,original_word,transcribed_word,original_cer,transcribed_cer,transcribed_score,file_name,CER Output
a19,3,hylle,hylle,0.25,0.0,5,a19_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
a13,4,hylle,hylle,0.0,0.0,5,a13_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
a07,3,hylle,fire,0.25,1.0,1,a07_hylle.wav,"CharacterOutput(references=[['f', 'i', 'r', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=1, hyp_end_idx=4), AlignmentChunk(type='equal', ref_start_idx=3, ref_end_idx=4, hyp_start_idx=4, hyp_end_idx=5)]], cer=1.0, hits=1, substitutions=3, insertions=1, deletions=0)"
a26,4,hylle,hyggelig,0.0,0.625,2,a26_hylle.wav,"CharacterOutput(references=[['h', 'y', 'g', 'g', 'e', 'l', 'i', 'g']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=4, hyp_start_idx=2, hyp_end_idx=4), AlignmentChunk(type='equal', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=4, hyp_end_idx=5), AlignmentChunk(type='delete', ref_start_idx=5, ref_end_idx=8, hyp_start_idx=5, hyp_end_idx=5)]], cer=0.625, hits=3, substitutions=2, insertions=0, deletions=3)"
a32,5,hylle,hylle,0.0,0.0,5,a32_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
d01,5,hylle,ille,0.0,0.5,3,d01_hylle.wav,"CharacterOutput(references=[['i', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=4, hyp_start_idx=2, hyp_end_idx=5)]], cer=0.5, hits=3, substitutions=1, insertions=1, deletions=0)"
d15,5,hylle,hylle,0.0,0.0,5,d15_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
d19,2,hylle,hylla,0.5,0.2,4,d19_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'a']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=4, hyp_start_idx=0, hyp_end_idx=4), AlignmentChunk(type='substitute', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=4, hyp_end_idx=5)]], cer=0.2, hits=4, substitutions=1, insertions=0, deletions=0)"
a20,5,hylle,hylle,0.0,0.0,5,a20_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
a34,3,hylle,hylla,0.25,0.2,4,a34_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'a']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=4, hyp_start_idx=0, hyp_end_idx=4), AlignmentChunk(type='substitute', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=4, hyp_end_idx=5)]], cer=0.2, hits=4, substitutions=1, insertions=0, deletions=0)"
a15,2,hylle,helle,0.5,0.2,4,a15_hylle.wav,"CharacterOutput(references=[['h', 'e', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=5, hyp_start_idx=2, hyp_end_idx=5)]], cer=0.2, hits=4, substitutions=1, insertions=0, deletions=0)"
a01,3,hylle,hilje,0.25,0.4,3,a01_hylle.wav,"CharacterOutput(references=[['h', 'i', 'l', 'j', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3), AlignmentChunk(type='substitute', ref_start_idx=3, ref_end_idx=4, hyp_start_idx=3, hyp_end_idx=4), AlignmentChunk(type='equal', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=4, hyp_end_idx=5)]], cer=0.4, hits=3, substitutions=2, insertions=0, deletions=0)"
d07,4,hylle,hylle,0.25,0.0,5,d07_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
d13,4,hylle,hylle,0.0,0.0,5,d13_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
a18,5,hylle,hylle,0.0,0.0,5,a18_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
a31,5,hylle,hylle?,0.0,0.1666666666666666,5,a31_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e', '?']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5), AlignmentChunk(type='delete', ref_start_idx=5, ref_end_idx=6, hyp_start_idx=5, hyp_end_idx=5)]], cer=0.16666666666666666, hits=5, substitutions=0, insertions=0, deletions=1)"
a25,3,hylle,hyggelig,0.25,0.625,2,a25_hylle.wav,"CharacterOutput(references=[['h', 'y', 'g', 'g', 'e', 'l', 'i', 'g']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=4, hyp_start_idx=2, hyp_end_idx=4), AlignmentChunk(type='equal', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=4, hyp_end_idx=5), AlignmentChunk(type='delete', ref_start_idx=5, ref_end_idx=8, hyp_start_idx=5, hyp_end_idx=5)]], cer=0.625, hits=3, substitutions=2, insertions=0, deletions=3)"
a04,4,hylle,hylle,0.0,0.0,5,a04_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
a10,3,hylle,skille?,0.5,0.5714285714285714,3,a10_hylle.wav,"CharacterOutput(references=[['s', 'k', 'i', 'l', 'l', 'e', '?']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='delete', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=3, ref_end_idx=6, hyp_start_idx=2, hyp_end_idx=5), AlignmentChunk(type='delete', ref_start_idx=6, ref_end_idx=7, hyp_start_idx=5, hyp_end_idx=5)]], cer=0.5714285714285714, hits=3, substitutions=2, insertions=0, deletions=2)"
d16,5,hylle,ille,0.0,0.5,3,d16_hylle.wav,"CharacterOutput(references=[['i', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=4, hyp_start_idx=2, hyp_end_idx=5)]], cer=0.5, hits=3, substitutions=1, insertions=1, deletions=0)"
a28,4,hylle,hylle,0.25,0.0,5,a28_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
d02,4,hylle,hylle,0.0,0.0,5,d02_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
a09,2,hylle,hidela,0.5,0.6666666666666666,2,a09_hylle.wav,"CharacterOutput(references=[['h', 'i', 'd', 'e', 'l', 'a']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=3, hyp_start_idx=1, hyp_end_idx=3), AlignmentChunk(type='delete', ref_start_idx=3, ref_end_idx=4, hyp_start_idx=3, hyp_end_idx=3), AlignmentChunk(type='equal', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=3, hyp_end_idx=4), AlignmentChunk(type='substitute', ref_start_idx=5, ref_end_idx=6, hyp_start_idx=4, hyp_end_idx=5)]], cer=0.6666666666666666, hits=2, substitutions=3, insertions=0, deletions=1)"
a02,3,hylle,helle?,0.25,0.3333333333333333,4,a02_hylle.wav,"CharacterOutput(references=[['h', 'e', 'l', 'l', 'e', '?']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=5, hyp_start_idx=2, hyp_end_idx=5), AlignmentChunk(type='delete', ref_start_idx=5, ref_end_idx=6, hyp_start_idx=5, hyp_end_idx=5)]], cer=0.3333333333333333, hits=4, substitutions=1, insertions=0, deletions=1)"
a16,5,hylle,hylle,0.0,0.0,5,a16_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
d09,5,hylle,ille,0.0,0.5,3,d09_hylle.wav,"CharacterOutput(references=[['i', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=4, hyp_start_idx=2, hyp_end_idx=5)]], cer=0.5, hits=3, substitutions=1, insertions=1, deletions=0)"
a23,5,hylle,ille,0.0,0.5,3,a23_hylle.wav,"CharacterOutput(references=[['i', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=4, hyp_start_idx=2, hyp_end_idx=5)]], cer=0.5, hits=3, substitutions=1, insertions=1, deletions=0)"
d10,5,hylle,hylle,0.0,0.0,5,d10_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
d04,4,hylle,hylle,0.0,0.0,5,d04_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
a30,3,hylle,hylle,0.25,0.0,5,a30_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
a11,3,hylle,kjelle,0.5,0.5,3,a11_hylle.wav,"CharacterOutput(references=[['k', 'j', 'e', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='delete', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=3, ref_end_idx=6, hyp_start_idx=2, hyp_end_idx=5)]], cer=0.5, hits=3, substitutions=2, insertions=0, deletions=1)"
a05,4,hylle,hylle,0.0,0.0,5,a05_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
a29,4,hylle,hylle,0.0,0.0,5,a29_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
d03,3,hylle,hylle,0.25,0.0,5,d03_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
d17,5,hylle,hylle,0.0,0.0,5,d17_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
a08,3,hylle,skille,0.5,0.5,3,a08_hylle.wav,"CharacterOutput(references=[['s', 'k', 'i', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='delete', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=3, ref_end_idx=6, hyp_start_idx=2, hyp_end_idx=5)]], cer=0.5, hits=3, substitutions=2, insertions=0, deletions=1)"
a17,4,hylle,hylle,0.0,0.0,5,a17_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
a03,3,hylle,hylle,0.25,0.0,5,a03_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
d08,4,hylle,stille,0.0,0.5,3,d08_hylle.wav,"CharacterOutput(references=[['s', 't', 'i', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='delete', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=3, ref_end_idx=6, hyp_start_idx=2, hyp_end_idx=5)]], cer=0.5, hits=3, substitutions=2, insertions=0, deletions=1)"
a22,3,hylle,hilde,0.25,0.4,3,a22_hylle.wav,"CharacterOutput(references=[['h', 'i', 'l', 'd', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3), AlignmentChunk(type='substitute', ref_start_idx=3, ref_end_idx=4, hyp_start_idx=3, hyp_end_idx=4), AlignmentChunk(type='equal', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=4, hyp_end_idx=5)]], cer=0.4, hits=3, substitutions=2, insertions=0, deletions=0)"
d05,5,hylle,hylle,0.0,0.0,5,d05_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
d11,5,hylle,hylle,0.0,0.0,5,d11_hylle.wav,"CharacterOutput(references=[['h', 'y', 'l', 'l', 'e']], hypotheses=[['h', 'y', 'l', 'l', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]], cer=0.0, hits=5, substitutions=0, insertions=0, deletions=0)"
d15,5,artist,artist,0.0,0.0,5,d15_artist.wav,"CharacterOutput(references=[['a', 'r', 't', 'i', 's', 't']], hypotheses=[['a', 'r', 't', 'i', 's', 't']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=6, hyp_start_idx=0, hyp_end_idx=6)]], cer=0.0, hits=6, substitutions=0, insertions=0, deletions=0)"
a16,5,artist,artist,0.0,0.0,5,a16_artist.wav,"CharacterOutput(references=[['a', 'r', 't', 'i', 's', 't']], hypotheses=[['a', 'r', 't', 'i', 's', 't']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=6, hyp_start_idx=0, hyp_end_idx=6)]], cer=0.0, hits=6, substitutions=0, insertions=0, deletions=0)"
